ni_fornecedor;nome_fornecedor;porte_fornecedor;codigo_ibge;municipio;segmento;tipo_segmento;ano;mes;numero_controle_pncp;numero_item;numero_compra;link_pncp;descricao;quantidade;unidade_medida;valor_unitario_estimado;valor_unitario_homologado;valor_total_homologado_ajustado;situacao_item_nome
59965038000141;EXPRESSO ITAMARATI S.A.;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000694/2026;8;DL 642;https://pncp.gov.br/app/editais/45138070000149/2026/694;PASSAGEM PARA FERNANDOPOLIS;1.0;UNIDADE;33.55;33.55;33.55;Homologado
23941336000154;HAIP - LOCACAO E VENDA DE EQUIPAMENTOS DE TECNOLOGIA LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000683/2026;1;DL 619;https://pncp.gov.br/app/editais/45138070000149/2026/683;SERVIÇO DE PASSAGEM DE CABO COM MATERIAL INCLUSO;1.0;serviço;300.0;300.0;300.0;Homologado
23941336000154;HAIP - LOCACAO E VENDA DE EQUIPAMENTOS DE TECNOLOGIA LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000683/2026;2;DL 619;https://pncp.gov.br/app/editais/45138070000149/2026/683;PASSAGEM DE CABO INTERNO PARA INTERFONE (LIGAÇÃO ENTRE O MONOFONE E O PORTEIRO ELETRÔNICO), INCLUINDO MATERIAIS;1.0;serviço;330.0;330.0;330.0;Homologado
23941336000154;HAIP - LOCACAO E VENDA DE EQUIPAMENTOS DE TECNOLOGIA LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000683/2026;3;DL 619;https://pncp.gov.br/app/editais/45138070000149/2026/683;SERVIÇO DE INSTALAÇÃO DE PORTEIRO RESIDENCIAL COM MATERIAL INCLUSO.;1.0;serviço;680.0;680.0;680.0;Homologado
23941336000154;HAIP - LOCACAO E VENDA DE EQUIPAMENTOS DE TECNOLOGIA LTDA;ME;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000684/2026;1;DL 630;https://pncp.gov.br/app/editais/45138070000149/2026/684;SERVIÇO DE TROCA DE BOBINA DE PORTÃO, INCLUSO MATERIAIS.;1.0;SERVICOS;250.0;250.0;250.0;Homologado
10946115000127;HELIO DE SOUZA LIMA LTDA;Demais;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;51337970000118-1-000012/2026;1;427;https://pncp.gov.br/app/editais/51337970000118/2026/12;Proposta para todos os itens;1.0;Unidade;64320.0;64320.0;64320.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000690/2026;1;DL 632;https://pncp.gov.br/app/editais/45138070000149/2026/690;BARRA ROSCADA ZINCADA 3/8;12.0;UNIDADE;14.0;14.0;168.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000690/2026;2;DL 632;https://pncp.gov.br/app/editais/45138070000149/2026/690;PORCA ZINCADA 3/8 X 9/16;100.0;UNIDADE;0.45;0.45;45.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000690/2026;3;DL 632;https://pncp.gov.br/app/editais/45138070000149/2026/690;ARRUELA ZINCADA 3/8;100.0;UNIDADE;0.5;0.5;50.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000690/2026;4;DL 632;https://pncp.gov.br/app/editais/45138070000149/2026/690;"PARAFUSO FRANCES C/ PORCA 5/16 X 7"" POLIDO BELENU S";30.0;UNIDADE;2.1;2.1;63.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000690/2026;5;DL 632;https://pncp.gov.br/app/editais/45138070000149/2026/690;PARAFUSO AUTOBROCANTE SEXTAVADO 12 X 1.1/2;100.0;UNIDADE;0.7;0.7;70.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000690/2026;6;DL 632;https://pncp.gov.br/app/editais/45138070000149/2026/690;BARRA ROSCADA ZINCADA 1/4;8.0;UNIDADE;6.3;6.3;50.4;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000690/2026;7;DL 632;https://pncp.gov.br/app/editais/45138070000149/2026/690;PORCA ZINCADA 1/4 X 7/16;60.0;UNIDADE;0.2;0.2;12.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000690/2026;8;DL 632;https://pncp.gov.br/app/editais/45138070000149/2026/690;ARRUELA ZINCADA 1/4;60.0;UNIDADE;0.2;0.2;12.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000690/2026;9;DL 632;https://pncp.gov.br/app/editais/45138070000149/2026/690;"PARAFUSO FRANCES C/ PORCA 1/4 X 3.1/4"" POLIDO BEL ENUS";30.0;UNIDADE;0.75;0.75;22.5;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000690/2026;10;DL 632;https://pncp.gov.br/app/editais/45138070000149/2026/690;CANTONEIRA PARA MOVEIS 3;40.0;UNIDADE;5.0;5.0;200.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000695/2026;1;DL 637;https://pncp.gov.br/app/editais/45138070000149/2026/695;Carrinho de mão com pneu galvanizado;5.0;UNIDADE;340.0;340.0;1700.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000695/2026;2;DL 637;https://pncp.gov.br/app/editais/45138070000149/2026/695;Caixa para ferramentas com rodas e 07 gavetas;1.0;UNIDADE;330.0;330.0;330.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000695/2026;3;DL 637;https://pncp.gov.br/app/editais/45138070000149/2026/695;Fita multiuso manta autoadesiva rolo 10mtx90cm;7.0;UNIDADE;276.0;276.0;1932.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000695/2026;4;DL 637;https://pncp.gov.br/app/editais/45138070000149/2026/695;Corda 19mm pet branca;100.0;METRO;11.0;11.0;1100.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000695/2026;5;DL 637;https://pncp.gov.br/app/editais/45138070000149/2026/695;Faixa refletiva para-choque par 3M;5.0;UNIDADE;198.0;198.0;990.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000695/2026;6;DL 637;https://pncp.gov.br/app/editais/45138070000149/2026/695;Disco diamantado 14 polegadas 350x25,4mm segmentado;2.0;UNIDADE;397.0;397.0;794.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000695/2026;7;DL 637;https://pncp.gov.br/app/editais/45138070000149/2026/695;Chave de grifo 36 polegadas;1.0;UNIDADE;308.0;308.0;308.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000695/2026;8;DL 637;https://pncp.gov.br/app/editais/45138070000149/2026/695;Disco para serra circular 14 polegadas 350x30 48 dentes;1.0;UNIDADE;280.0;280.0;280.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000695/2026;9;DL 637;https://pncp.gov.br/app/editais/45138070000149/2026/695;Cinta de elevação de carga 3 mt;1.0;UNIDADE;225.0;225.0;225.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;1;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;FLAP DISCO 4 1/2 GRAO P120 BASE PLASTICO;10.0;UNIDADE;17.0;17.0;170.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;2;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;FLAP DISCO 4 1/2 GRAO P60 BASE PLASTICO;10.0;UNIDADE;17.0;17.0;170.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;3;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;FLAP DISCO 4 1/2 GRAO P40 BASE PLASTICO;10.0;UNIDADE;17.0;17.0;170.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;4;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;CABO PROLONGADOR 4 MT FIBRA / ALUMINIO AT 18004;1.0;UNIDADE;285.0;285.0;285.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;5;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;CABO PROLONGADOR 5 MT FIBRA PROFIMASTER ATLAS 18005;1.0;UNIDADE;340.0;340.0;340.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;6;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;COLA DE CONTATO 2,8KL CASCOLA GALAO;2.0;UNIDADE;226.0;226.0;452.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;7;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;FITA DUPLA FACE 3M VHB 20MT X 19MM 3M VHB 4910 LARGA;2.0;UNIDADE;136.0;136.0;272.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;8;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;FITA DUPLA FACE 3M VHB 20MT X 12MM 3M;2.0;UNIDADE;94.0;94.0;188.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;9;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;FIM DE OBRA LIMPA PISO GALAO 5LT;3.0;UNIDADE;135.0;135.0;405.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;10;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;DISCO DE CORTE 7 X 1/16 X 7/8 1,6MM INOX STARRET;10.0;UNIDADE;14.0;14.0;140.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000690/2026;11;DL 632;https://pncp.gov.br/app/editais/45138070000149/2026/690;"PARAFUSO FRANCES C/ PORCA 1/4 X 2"" POLIDO BELENUS";30.0;UNIDADE;0.55;0.55;16.5;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000690/2026;12;DL 632;https://pncp.gov.br/app/editais/45138070000149/2026/690;PARAFUSO AUTOBROCANTE PHILLIPS 4,2 x 3,5MM C/ 10UNIDADES;10.0;UNIDADE;2.0;2.0;20.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;11;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;CABO DE ACO PLASTICO 6MM;100.0;METRO;6.5;6.5;650.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;12;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;FLAP DISCO 7 PLG GRAO 40 CURVO/RETO WORKER/STARRET;10.0;UNIDADE;27.0;27.0;270.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;13;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;FLAP DISCO 7 PLG GRAO 80 STARRETT;10.0;UNIDADE;25.0;25.0;250.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;14;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;CONE DE SINALIZACAO 75CM LAR. /BR. REFLETIVO BASE PVC VONDER;12.0;UNIDADE;113.0;113.0;1356.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;15;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;PULVERIZADOR COSTAL 12LT AGRICOLA TRAPP;1.0;UNIDADE;380.0;380.0;380.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;16;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;ENGRAXADEIRA MANUAL P/ GRAXA 500GR BAIXA PRESSAO KALA;1.0;UNIDADE;140.0;140.0;140.0;Homologado
04056452000146;J.L. CHIAPARINI LTDA;EPP;3546603;Santa Fé do Sul;nao_classificado;indefinido;2026;7;45138070000149-1-000698/2026;17;DL 643;https://pncp.gov.br/app/editais/45138070000149/2026/698;LONA PLASTICA PRETO 4 X110 MICRA180 LONAX MAIS GROSSA METRO;150.0;UNIDADE;3.5;3.5;525.0;Homologado
05677457000159;JOELTON LOPES VILASBOAS & CIA LTDA;Demais;3546603;Santa Fé do Sul;medicamentos;produto;2026;7;45138070000149-1-000692/2026;4;DL 638;https://pncp.gov.br/app/editais/45138070000149/2026/692;Cold Cream Creme;1.0;TUBO;105.0;105.0;105.0;Em andamento
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;1;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Tênis feminino infantil tam. 20;2.0;PAR;76.5;76.5;153.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;2;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;sandália Feminina infantil tam. 20;2.0;PAR;72.5;72.5;145.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;3;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Tênis Masculino Infantil tam. 32;3.0;PAR;102.0;102.0;306.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;4;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Sandália Masculina Infantil tam. 32;3.0;PAR;85.0;85.0;255.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;5;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Chinelo Masculino Infantil tam. 32;3.0;UNIDADE;43.0;43.0;129.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;6;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Tênis Masculino Infantil tam. 26;3.0;PAR;94.0;94.0;282.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;7;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Sandália Masculina Infantil tam. 26;3.0;PAR;68.0;68.0;204.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;8;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Chinelo Masculino Infantil tam. 26;3.0;UNIDADE;43.0;43.0;129.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;9;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Tênis Masculino Infantil tam. 37;6.0;PAR;102.0;102.0;612.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;10;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Sandália Masculina Infantil tam. 37;6.0;PAR;90.0;90.0;540.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;11;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Chinelo Masculino Infantil tam. 37;6.0;UNIDADE;42.4;42.4;254.4;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;12;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Tênis Feminino tam. 34;3.0;PAR;102.0;102.0;306.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;13;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Sandália Feminina tam. 34;3.0;PAR;77.0;77.0;231.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;14;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Sapatilha Feminina tam. 34;2.0;PAR;68.0;68.0;136.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;15;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Chinelo Feminino tam. 34;2.0;UNIDADE;42.4;42.4;84.8;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;16;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Tênis Feminino tam. 35;3.0;PAR;102.0;102.0;306.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;17;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Sandália Feminina tam. 35;3.0;PAR;77.0;77.0;231.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;18;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Sapatilha Feminina tam. 35;2.0;PAR;68.0;68.0;136.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;19;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Chinelo Feminino tam. 35;2.0;UNIDADE;52.4;52.4;104.8;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;20;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Tênis Feminino tam. 37;6.0;PAR;102.0;102.0;612.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;21;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Sandália Feminina tam. 37;6.0;PAR;76.5;76.5;459.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;22;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Sapatilha Feminina tam. 37;4.0;PAR;68.0;68.0;272.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;23;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Chinelo Feminino tam. 37;4.0;UNIDADE;51.0;51.0;204.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;24;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Tênis Feminino tam. 38;12.0;PAR;125.0;125.0;1500.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;25;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Sandália Feminina tam. 38;12.0;PAR;77.0;77.0;924.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;26;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Sapatilha Feminina tam. 38;8.0;PAR;68.0;68.0;544.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;27;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Chinelo Feminino tam. 38;8.0;UNIDADE;51.0;51.0;408.0;Homologado
18146873000172;MARCOS JOSE MORI - CALCADOS - ME;Demais;3546603;Santa Fé do Sul;calcados;produto;2026;7;45138070000149-1-000693/2026;28;DL 639;https://pncp.gov.br/app/editais/45138070000149/2026/693;Chinelo Feminino tam. 44;2.0;UNIDADE;42.5;42.5;85.0;Homologado
39262690000192;OMEGA COMERCIO DE INFORMATICA LTDA;ME;3524808;Jales;informatica;produto;2026;7;45131885000104-1-000422/2026;1;346;https://pncp.gov.br/app/editais/45131885000104/2026/422;NOBREAK 2000VA. 1200 WATS - CONFORME  ESPECIFICAÇÕES DO TERMO DE REFERÊNCIA;2.0;UNIDADE;2239.75;2239.75;4479.5;Homologado
41470763000183;VIEL MATERIAIS PARA CONSTRUCAO LTDA;ME;3540259;Pontalinda;nao_classificado;indefinido;2026;7;65712077000130-1-000021/2026;1;7;https://pncp.gov.br/app/editais/65712077000130/2026/21;BROXA RETANGULAR 19CM PARA PINTURA;20.0;UNIDADE;16.09;15.9;318.0;Homologado
41470763000183;VIEL MATERIAIS PARA CONSTRUCAO LTDA;ME;3540259;Pontalinda;nao_classificado;indefinido;2026;7;65712077000130-1-000021/2026;2;7;https://pncp.gov.br/app/editais/65712077000130/2026/21;CAL PARA PINTURA 8KG;300.0;Sacos;20.43;19.0;5700.0;Homologado
41470763000183;VIEL MATERIAIS PARA CONSTRUCAO LTDA;ME;3540259;Pontalinda;nao_classificado;indefinido;2026;7;65712077000130-1-000021/2026;4;7;https://pncp.gov.br/app/editais/65712077000130/2026/21;ROLO DE LA SINTETICA 15CM;20.0;UNIDADE;20.55;19.9;398.0;Homologado
41470763000183;VIEL MATERIAIS PARA CONSTRUCAO LTDA;ME;3540259;Pontalinda;nao_classificado;indefinido;2026;7;65712077000130-1-000021/2026;5;7;https://pncp.gov.br/app/editais/65712077000130/2026/21;ROLO DE LA SINTETICA 23CM;20.0;UNIDADE;29.09;28.9;578.0;Homologado
41470763000183;VIEL MATERIAIS PARA CONSTRUCAO LTDA;ME;3540259;Pontalinda;nao_classificado;indefinido;2026;7;65712077000130-1-000021/2026;7;7;https://pncp.gov.br/app/editais/65712077000130/2026/21;suporte para rolo 23cm;1.0;Unidade;11.99;11.99;11.99;Homologado
41470763000183;VIEL MATERIAIS PARA CONSTRUCAO LTDA;ME;3540259;Pontalinda;nao_classificado;indefinido;2026;7;65712077000130-1-000021/2026;8;7;https://pncp.gov.br/app/editais/65712077000130/2026/21;TINTA PARA DEMARCACAO A BASE AGUA 18 LITROS, COR AMARELA;30.0;Balde;334.21;312.0;9360.0;Homologado
41470763000183;VIEL MATERIAIS PARA CONSTRUCAO LTDA;ME;3540259;Pontalinda;nao_classificado;indefinido;2026;7;65712077000130-1-000021/2026;9;7;https://pncp.gov.br/app/editais/65712077000130/2026/21;TINTA PARA DEMARCACAO A BASE AGUA 18 LITROS, COR AZUL;5.0;Balde;329.12;325.0;1625.0;Homologado
41470763000183;VIEL MATERIAIS PARA CONSTRUCAO LTDA;ME;3540259;Pontalinda;nao_classificado;indefinido;2026;7;65712077000130-1-000021/2026;10;7;https://pncp.gov.br/app/editais/65712077000130/2026/21;TINTA PARA DEMARCACAO A BASE AGUA 18 LITROS, COR BRANCA;30.0;Balde;338.79;298.0;8940.0;Homologado
10461347000195;WILLIANS RENAN ZAFFALON - ME;ME;3524808;Jales;combustivel;produto;2026;7;45131885000104-1-000423/2026;1;339;https://pncp.gov.br/app/editais/45131885000104/2026/423;LOCAÇÃO DE ESCAVADEIRA HIDRÁULICA COM OPERADOR , CAPACIDADE MÍNIMA DE 16 TONELADAS, PARA REALIZAR SERVIÇOS NO MUNICÍPIO DE JALES -SP. BOM ESTADO DE CONSERVAÇÃO. A MANUTENÇÃO COMPLETA INCLUINDO TODAS AS OBRIGAÇÕES CONTRATUAIS, TRABALHISTAS, ALIMENTAÇÃO, HOSPEDAGEM DO MOTORISTA E COMBUSTÍVEL, SERÁ DE INTEIRA RESPONSABILIDADE DA CONTRATADA. CONFORME ESPECIFICAÇÕES DO TERMO DE REFERÊNCIA;25.0;HORA;370.0;370.0;9250.0;Homologado
